-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917,-371.78462216561917
-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388,-412.52268252287388
886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344,886.63750733658344
-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355,-19.246797467790355
-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618,-1100.7786454686618
-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403,-1089.4178200694403
-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723,-78.806897514925723
-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876,-237.28708250885876
231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968,231.38224609996968
347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585,347.57625514267585
